Code,Product
4602.11.05,Fishing baskets or creels made from bamboo
4602.11.07,Baskets and bags of bamboo wickerwork
4602.11.09,Baskets and bags of bamboo other than wickerwork
4602.11.21,"Luggage, handbags and flat goods, whether or not lined, of bamboo"
4602.11.35,"Articles of wickerwork, nesoi, of bamboo"
4602.11.45,"Basketwork and other articles, nesoi, of one or more of bamboo"
4602.12.05,Fishing baskets or creels made from rattan
4602.12.14,Baskets and bags of rattan wickerwork
4602.12.16,Baskets and bags of rattan other than wickerwork
4602.12.23,"Articles of a kind normally carried in the pocket or in the handbag, of rattan"
4602.12.25,"Luggage, handbags and flat goods, whether or not lined, of rattan,nesoi"
4602.12.35,"Articles of wickerwork, nesoi, of rattan"
4602.12.45,"Basketwork and other articles, nesoi, of rattan"
4602.19.05,Fishing baskets or creels made from vegetable materials
4602.19.12,"Baskets and bags, nesoi, whether or not lined, of willow"
4602.19.14,Baskets and bags of palm leaf wickerwork
4602.19.16,Baskets and bags of palm leaf other than wickerwork
4602.19.17,"Baskets and bags of vegetable material wickerwork, nesoi"
4602.19.18,"Baskets and bags of vegetable material, nesoi"
4602.19.22,"Luggage, handbags and flat goods, whether or not lined, of willow"
4602.19.23,"Articles of a kind normally carried in the pocket or in the handbag,of palm leaf"
4602.19.25,"Luggage, handbags and flat goods, whether or not lined, of palm leaf, nesoi"
4602.19.29,"Luggage, handbags and flat goods, whether or not lined, made from plaiting materials"
4602.19.35,"Articles of wickerwork, nesoi, of willow or wood"
4602.19.45,"Basketwork and other articles, nesoi, of willow or wood"
4602.19.60,"Articles of wickerwork, nesoi, of vegetable materials, nesoi"
4602.19.80,"Basketwork and other articles, nesoi, of vegetables materials, nesoi"
4602.90.00,"Basketwork, wickerwork and other articles made directly from plaiting materials or from"
4701.00.00,Mechanical woodpulp
4702.00.00,"Chemical woodpulp, dissolving grades"
4703.11.00,"Chemical woodpulp, soda or sulfate, other than dissolving grades, of unbleached"
4703.19.00,"Chemical woodpulp, soda or sulfate, other than dissolving grades, of unbleached"
4703.21.00,"Chemical woodpulp, soda or sulfate, other than dissolving grades, of semibleached or"
4703.29.00,"Chemical woodpulp, soda or sulfate, other than dissolving grades, of semibleached or"
4704.11.00,"Chemical woodpulp, sulfite, other than dissolving grades, of unbleached coniferous"
4704.19.00,"Chemical woodpulp, sulfite, other than dissolving grades, of unbleached nonconiferous"
4704.21.00,"Chemical woodpulp, sulfite, other than dissolving grades, of semibleached or bleached"
4704.29.00,"Chemical woodpulp, sulfite, other than dissolving grades, of semibleached or bleached"
4705.00.00,Semichemical woodpulp
4706.10.00,Cotton linters pulp
4706.20.00,Pulps of fibers derived from recovered (waste and scrap) paper or paperboard
4706.30.00,"Pulps of fibrous cellulosic material, of bamboo"
4706.91.00,"Pulps of fibrous cellulosic material, other than cotton linters pulp, mechanical"
4706.92.01,"Pulps of fibrous cellulosic material, other than cotton linters pulp, chemical"
4706.93.01,"Pulps of fibrous cellulosic material, other than cotton linters pulp, semichemical"
4707.10.00,Waste and scrap of unbleached kraft paper or paperboard or of corrugated paper or
4707.20.00,"Waste and scrap of other paper or paperboard, made mainly of bleached chemical pulp,"
4707.30.00,"Waste and scrap of paper or paperboard made mainly of mechanical pulp (for example,"
4707.90.00,"Waste and scrap of paper or paperboard nesoi, including unsorted waste and scrap"
4801.00.01,"Newsprint, in rolls or sheets"
4802.10.00,Handmade paper and paperboard
4802.20.10,Paper & paperboard use for photo-sensitive/heat-sensitive/electro-sensitive
4802.20.20,Uncoated basic paper for photo-sensitive/heat-sensitve/eletro-sensitive
4802.20.40,Uncoated paper and paperboard of a kind used for photo-sensitive/heat-
4802.40.00,"Wallpaper base (hanging paper), in rolls or sheets"
4802.54.10,"Writing paper, weigh < 40 g/m2, cont. n/o 10% total fiber content by a"
4802.54.20,"India & bible paper, weigh < 40 g/m2, n/o 10% total fiber content by a"
4802.54.31,"Carbonizing base paper weighing n/ov 15 g/m2, in strip/roll over 15 cm wide or"
4802.54.50,"Other basic paper to be sensitized use in photography, wt < 40g/m2, n/o 10% total fiber"
4802.54.61,"Carbonizing base paper of a kind used for writing, printing or other graphic purposes, in"
4802.55.10,"Writing/cover paper, wt 40 g/m2-150 g/m2, n/o 10% total fiber by mechanical/chemi-"
4802.55.20,"Drawing paper, wt 40 g/m2 -150 g/m2, n/o 10% total fiber content by"
4802.55.30,"India/bible paper, wt 40 g/m2-150 g/m2, n/o 10% total fiber content by"
4802.55.40,"Paper & paperboard, nesoi, 40 g/m2-150 g/m2, n/o 10% total fiber by"
4802.55.60,"Other basic paper be sensitized for use photography, 40g/m2-150g/m2, n/o 10% total"
4802.55.70,"Other paper/paperboard for writing/printing/other graphic purpose,40g/m2-"
4802.56.10,"Writing & cover paper, wt 40 g/m2-150 g/m2, n/o 10% by weight total fiber content by"
4802.56.20,"Drawing paper, wt 40 g/m2-150 g/m2, contain n/o 10% weight total fiber content"
4802.56.30,"India & bible paper, wt 40 g/m2-150 g/m2, n/o 10% by wt. total fiber content obtained"
4802.56.40,"Paper & paperboard nesoi, 40 g/m2-150 g/m2, n/o 10% by wt. total fiber content"
4802.56.60,"Other basic paper be sensitized use in photography, wt. 40g/m2-150g/m2, n/o 10%"
4802.56.70,"Paper/paperboard for writing/printing/other graphic purpose,wt 40g/m2-150g/m2, n/o"
4802.57.10,"Writing/cover paper, wt 40 g/m2-150 g/m2, cont. n/o 10% by weight total fiber content"
4802.57.20,"Drawing paper, wt 40 g/m2 to 150 g/m2, cont. n/o 10% by weight total fiber content"
4802.57.30,"India & bible paper, wt 40 g/m2 to 150 g/m2, cont. n/o 10% by wt. total fiber content"
4802.57.40,"Paper & paperboard nesoi, 40 g/m2-150 g/m2, cont. n/o 10% by wt. total fiber content"
4802.58.10,"Writing/cover paper, >150 g/m2, n/o 10% by wt total fiber content by mechanical"
4802.58.20,"Paper & paperboard nesoi, >150 g/m2, n/o 10% total fiber content by"
4802.58.50,"Basic paper be sensitized for photography, wt >150 g/m2, n/o 10% total fiber content by"
4802.58.60,"Paper/paperboard for writing/printing/other graphic purpose,>150 g/m2, n/o 10% fiber"
4802.61.10,"Writing & cover paper, over 10% by wt total fiber content consists of fiber obtained by"
4802.61.20,"Drawing paper, over 10% by weight total fiber content consists of fiber obtained by"
4802.61.31,"Paper and paperboard for graphic purpose nesoi, ov 10% total fiber content obtained by"
4802.61.50,"Basic paper to be sensitized for photography, ov 10% total fiber content obtained by"
4802.61.60,"Paper/paperboard for writing/printing/other graphic purposes nesoi, ov 10% total fiber"
4802.62.10,"Writing & cover paper, over 10% by wt total fiber content consists of fiber obtained by"
4802.62.20,"Drawing paper, which ov 10% by weight total fiber content consists of fiber obtained by"
4802.62.30,"Paper and paperboard for graphic purposes nesoi, ov 10% by wt total fiber obtained by"
4802.62.50,"Basic paper to be sensitized for use in photography, ov 10% by wt total fiber obtained"
4802.62.61,"Paper/paperboard for graphic purposes nesoi, ov 10% by wt total fiber obtained by"
4802.69.10,"Writing & cover paper, of which over 10% by weight total fiber content consists of fiber"
4802.69.20,"Drawing paper, of which over 10% by weight total fiber content consists of fiber"
4802.69.30,"Paper and paperboard for graphic purposes nesoi, ov 10% by wt total fiber obtained by"
4803.00.20,Cellulose wadding in rolls over 36 cm wide or sheets with at least one side over 36 cm
4803.00.40,"Toilet, facial tissue, towel or napkin stock and paper for household/sanitary purposes, in"
4804.11.00,"Uncoated, unbleached kraftliner, in rolls or sheets"
4804.19.00,"Uncoated kraftliner, other than unbleached, in rolls or sheets"
4804.21.00,"Uncoated, unbleached sack kraft paper, in rolls or sheets"
4804.29.00,"Uncoated sack kraft paper, other than unbleached, in rolls or sheets"
4804.31.10,"Uncoated, unbleached kraft condenser paper, in rolls or sheets, weighing more than 15"
4804.31.20,"Uncoated, unbleached kraft condenser paper, in rolls or sheets, weighing less than 15"
4804.31.40,"Uncoated, unbleached kraft wrapping paper in rolls or sheets, weighing 150 g/m2 or"
4804.31.60,"Uncoated, unbleached kraft paper nesoi, in rolls or sheets, weighing 150 g/m2 or less"
4804.39.20,"Uncoated kraft condenser paper, other than unbleached, in rolls or sheets, weighing"
4804.39.40,"Uncoated kraft wrapping paper, other than unbleached, in rolls or sheets, weighing 150"
4804.39.60,"Uncoated kraft paper and paperboard, other than unbleached, in rolls or sheets,"
4804.41.20,"Uncoated, unbleached kraft wrapping paper in rolls or sheets, weighing more than 150"
4804.41.40,"Uncoated, unbleached kraft paper and paperboard, nesoi, in rolls or sheets, weighing"
4804.42.00,"Uncoated, bleached kraft paper and paperboard,over 150 but n/o 225 g/m2,over 95%"
4804.49.00,"Uncoated kraft paper and paperboard, nesoi, in rolls or sheets, weighing more than 150"
4804.51.00,"Uncoated, unbleached kraft paper and paperboard, in rolls or sheets, weighing 225"
4804.52.00,"Uncoated, bleached kraft paper & paperboard, over 225 g/m2, over 95% content of"
4804.59.00,"Uncoated kraft paper and paperboard in rolls or sheets, weighing 225 g/m2 or more,"
4805.11.00,"Uncoated semichemical fluting paper, in rolls or sheets, not further worked than as"
4805.12.10,"Uncoated straw fluting paper, weighing 150 g/m2 or less, in rolls or sheets, not further"
4805.12.20,"Uncoated straw fluting pape, weighing over 150 g/m2, in rolls or sheets, not further"
4805.19.10,"Uncoated fluting paper nesoi, weighing 150 g/m2 or less, in rolls or sheets, not further"
4805.19.20,"Uncoated fluting paper nesoi, weighing over 150 g/m2, in rolls or sheets, not further"
4805.24.50,"Uncoated testliner (recycled liner board), weighing n/o 15 g/m2, in rolls or sheets, not"
4805.24.70,"Uncoated testliner, weighing over 15 g/m2 but not over 30 g/m2, in rolls or sheets, not"
4805.24.90,"Uncoated testliner, weighing over 30 g/m2 but not over 150 g/m2, in rolls or sheets, not"
4805.25.00,"Uncoated testliner, weighing more than 150 g/m2, in rolls or sheets, not further worked"
4805.30.00,Uncoated sulfite wrapping paper in rolls or sheets
4805.40.00,Uncoated filter paper and paperboard in rolls or sheets
4805.50.00,Uncoated felt paper and paperboard in rolls or sheets
4805.91.10,"Uncoated multi-ply paper & paperboard, bibulous & wrapping paper, weigh 150 g/m2"
4805.91.20,"Uncoated condenser paper, weighing 150 g/m2 or less, in rolls or sheets, not further"
4805.91.50,"Uncoated paper and paperboard nesoi, weighing not over 15 g/m2, in rolls or sheets,"
4805.91.70,"Uncoated paper and paperboard nesoi, weigh over 15 g/m2 but n/o 30 g/m2, in rolls or"
4805.91.90,"Uncoated paper and paperboard nesoi, weigh ov 30 g/m2 but n/o 150 g/m2, in rolls or"
4805.92.20,"Uncoated pressboard, weighing more than 150 g/m2 but less than 225 g/m2, in rolls or"
4805.92.40,"Uncoated paper & paperboard nesoi, weighing > 150 g/m2 but < 225 g/m2, in rolls or"
4805.93.20,"Uncoated pressboard weighing 225 g/m2 or more, in rolls or sheets, not further worked"
4805.93.40,"Uncoated paper and paperboard nesoi, weighing 225 g/m2 or more, in rolls or sheets,"
4806.10.00,Vegetable parchment in rolls or sheets
4806.20.00,Greaseproof papers in rolls or sheets
4806.30.00,Tracing papers in rolls or sheets
4806.40.00,"Glassine and other glazed transparent or translucent papers, in rolls or sheets"
4807.00.10,"Composite paper and paperboard, laminated internally with bitumen, tar or asphalt, not"
4807.00.91,"Composite straw paper and paperboard, not surface-coated or impregnated, in rolls or"
4807.00.92,"Composite cloth-lined or reinforced paper, not surface-coated or impregnated, in rolls"
4807.00.94,"Composite paper and paperboard nesoi, not surface-coated or impregnated, in rolls or"
4808.10.00,"Corrugated paper and paperboard, whether or not perforated, in rolls or sheets"
4808.40.00,"Kraft paper, creped or crinkled, whether or not embossed or perforated"
4808.90.20,"Paper and paperboard, creped or crinkled, in rolls or sheets, nesoi"
4808.90.40,"Paper and paperboard, embossed, in rolls or sheets, nesoi"
4808.90.60,"Paper and paperboard, in rolls or sheets, nesoi"
4809.20.20,Self-copy writing paper in rolls over 36 cm wide or rectangular sheets over 36 cm on
4809.20.40,"Self-copy paper in rolls over 36 cm wide or rectangular sheets over 36 cm on side(s),"
4809.90.20,Stereotype-matrix board and mat in rolls over 36 cm wide or in rectangular sheets over
4809.90.40,Simplex decalcomania paper in rolls over 36 cm wide or in rectangular sheets over 36
4809.90.60,Duplex decalcomania paper in rolls over 36 cm wide or in rectangular sheets over 36 cm
4809.90.71,"Carbon paper, self-copy paper and other copying or transfer paper, Impregnated,"
4809.90.80,"Copying or transfer papers, nesoi, in rolls over 36 cm wide or rectangular sheets over 36"
4810.13.11,"Basic paper be sensitized for photography, coated w/inorganic, n/o 150 g/m2, n/o 10%"
4810.13.13,"India or bible paper, coated w/inorganic, n/o 150 g/m2, n/o 10% fiber content obtained"
4810.13.19,"Paper/paperboard for graphic use nesoi, coated w/inorganic, n/o 150g/m2, n/o 10%"
4810.13.20,"Paper and paperboard for graphic use, coated w/inorganic, ov 150g/m2, n/o 10% fiber"
4810.13.50,"Printed/embossed/perforated paper & paperboard graphic use, coated w/inorganic, n/o"
4810.13.60,"Basic paper be sensitized for photography, coated w/kaolin/inorganic, n/o 10% fiber by"
4810.13.70,"Paper & paperboard for graphic purposes nesoi, coated w/kaolin/inorganic, n/o 10%"
4810.14.11,"Basic paper be sensitized for photography, coated w/inorganic, n/o 150g/m2, n/o 10%"
4810.14.13,"India or bible paper, coated w/inorganic, n/o 150 g/m2, of n/o 10% fiber content"
4810.14.19,"Paper and paperboard for graphic use nesoi, coated w/inorganic, n/o 150g/m2, n/o 10%"
4810.14.20,"Paper and paperboard for graphic use, coated w/inorganic, ov 150g/m2, n/o 10% fiber"
4810.14.50,"Printed/embossed/perforated paper & paperboard, coated w/inorganic, n/o 10% fiber"
4810.14.60,"Basic paper be sensitized use in photography, coated w/inorganic, n/o 10% fiber"
4810.14.70,"Paper & paperboard for graphic purposes nesoi, coated w/inorganic, n/o 10% fiber"
4810.19.11,"Basic paper be sensitized use in photography, coated w/inorganic, n/o 150g/m2, n/o"
4810.19.13,"India or bible paper, coated w/inorganic, n/o 150 g/m2, of n/o 10% fiber content"
4810.19.19,"Paper & paperboard for graphic use nesoi, coated w/inorganic, n/o 150g/m2, n/o 10%"
4810.19.20,"Paper and paperboard for graphic use, coated w/inorganic, ov 150g/m2, n/o 10% fiber"
4810.22.10,"Light-weight coated paper for graphic use, > 10% fiber content obtained by"
4810.22.50,"Light-wt coated printed/embossed/perforated paper/paperboard for graphic, > 10%"
4810.22.60,"Light-weight coated basic paper be sensitized use in photography, > 10% fiber obtained"
4810.22.70,"Light-wt coated paper & paperboard used for graphic purposes, > 10% fiber obtained by"
4810.29.10,"Paper/paperboard for graphic, coated w/inorganic, > 10% fiber obtained by"
4810.29.50,"Printed/embossed/perforated paper/paperboard for graphic, coated w/inorganic, >"
4810.29.60,"Basic paper to be sensitized for use in photography, coated w/inorganic, > 10% fiber by"
4810.29.70,"Paper/paperboard used for graphic purposes, coated w/inorganic, > 10% fiber by"
4810.31.10,"Nongraphic bleached coated kraft paper/paperboard, >95% wood fiber by chemical"
4810.31.30,"Bleached coated kraft paper cards, not punched, for punchcard machine, >95% wood"
4810.31.65,"Nongraphic bleached coated kraft paper/paperboard nesoi, of > 95% wood fiber by"
4810.32.10,"Nongraphic bleached coated kraft paper/paperboard, > 95% wood fiber by chemical"
4810.32.30,"Bleached coated kraft paper card, not punched, for punchcard machine, >95% wood"
4810.32.65,"Nongraphic bleached coated kraft paper/paperboard nesoi, of > 95% wood fiber"
4810.39.12,"Nongraphic nonbleach uniformly kraft paper/paperboard,coated w/inorganic,wheth"
4810.39.14,"Nongraphic nonbleached uniformly kraft paper and paperboard nesoi, coated"
4810.39.30,"Nonbleached uniformly kraft paper cards, not punched, for punchcard machines, coated"
4810.39.65,"Nongraphic nonbleached uniformly kraft paper or paperboard nesoi, coated with kaolin"
4810.92.12,"Multi-ply paper & paperboard nesoi, coat w/kaolin/other inorganic substances, wt >"
4810.92.14,"Multi-ply paper/paperboard nesoi, coat w/kaolin/other inorganic substances, wt"
4810.92.30,"Mult-ply paper/paperboard cards, not punched, for punchcard machines, coated"
4810.92.65,"Multi-ply paper or paperboard nesoi, coated with kaolin or other inorganic substances,"
4810.99.10,"Paper & paperboard nesoi, coated with kaolin or other inorganic substances, in"
4810.99.30,"Paper & paperboard cards nesoi, not punched, for punchcard machines, coated"
4810.99.65,"Paper and paperboard nesoi, coated with kaolin or other inorganic substances, in rolls"
4811.10.11,"Tarred, bituminized or asphalted paper & paperboard, in strip/roll ov 15cm wide or"
4811.10.21,"Tarred, bituminized or asphalted paper and paperboard, in strips or rolls not over 15 cm"
4811.41.10,"Self-adhesive paper & paperboard, in strips/rolls ov 15cm wide or rectangular sheets"
4811.41.21,"Self-adhesive paper and paperboard, in strips or rolls not over 15 cm wide"
4811.41.30,"Self-adhesive paper and paperboard, in rectangular sheets nesoi"
4811.49.10,"Gummed or adhesive paper and paperboard (other than self-adhesive), in strips or rolls"
4811.49.21,"Gummed or adhesive paper and paperboard (other than self-adhesive), in strips or rolls"
4811.49.30,"Gummed or adhesive paper and paperboard (other than self-adhesive), in rectangular"
4811.51.20,"Bleached paper and paperboard, coated/impregnated/covered w/plastics, wt"
4811.51.40,"Bleached paper and paperboard, coated/impregnated/covered w/plastics, wt > 150"
4811.51.60,"Bleached paper and paperboard, coated/impregnated/covered w/plastics, wt > 150"
4811.59.20,"Bleached nesoi/nonbleached printing paper, coated, impregnated or covered with"
4811.59.40,"Bleached nesoi/nonbleached paper and paperboard nesoi,"
4811.59.60,"Bleached nesoi/nonbleached paper & paperboard, coated/impregnated/covered with"
4811.60.40,"Paper and paperboard, coated/impregnated/covered with"
4811.60.60,"Paper and paperboard, coated/impregnated/covered with"
4811.90.10,"Handmade paper of cellulose fibers, in strip or roll ov 15 cm wide or rectangular sheets"
4811.90.20,"Paper/paperboard/cell wadding/webs of cell fibers, all/partly covered"
4811.90.30,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, impregnated with"
4811.90.40,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, nesoi, weighing not"
4811.90.60,"Paper, paperboard, cellulose wadding and web of cellulose fibers, nesoi, wt ov 15g/m2"
4811.90.80,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, nesoi, weighing over"
4811.90.90,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, nesoi, in rolls n/o 15"
4812.00.00,"Filter blocks, slabs and plates of paper pulp"
4813.10.00,Cigarette paper in the form of booklets or tubes
4813.20.00,Cigarette paper in rolls of a width not exceeding 5 cm
4813.90.00,"Cigarette paper, whether or not cut to size, nesoi"
4816.20.00,"Self-copy paper, nesoi"
4816.90.01,"Carbon or similar copying papers, nesoi"
4817.10.00,Envelopes of paper or paperboard
4817.20.20,"Sheets of writing paper with border gummed or perforated, prepared for use as"
4817.20.40,"Other letter cards, plain postcards and correspondence cards, nesoi"
4817.30.00,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing"
4818.10.00,Toilet paper
4818.20.00,"Handkerchiefs, cleansing or facial tissues and towels of paper pulp, paper, cellulose"
4818.30.00,"Tablecloths and table napkins of paper pulp, paper, cellulose wadding or webs of"
4818.50.00,"Articles of apparel and clothing accessories of paper pulp, paper, cellulose wadding or"
4818.90.00,"Bedsheets and similar household, sanitary or hospital articles of paper, cellulose"
4819.10.00,"Cartons, boxes and cases of corrugated paper or paperboard"
4819.20.00,"Folding cartons, boxes and cases of noncorrugated paper or paperboard"
4819.30.00,"Sacks and bags, having a base of a width of 40 cm or more, of paper, paperboard,"
4819.40.00,"Sacks and bags, nesoi, including cones, of paper, paperboard, cellulose wadding or webs"
4819.50.20,"Sanitary food and beverage containers of paper, paperboard, cellulose wadding or webs"
4819.50.30,"Record sleeves of paper, paperboard, cellulose wadding or webs of cellulose fibers"
4819.50.40,"Packing containers, nesoi, of paper, paperboard, cellulose wadding or webs of cellulose"
4819.60.00,"Box files, letter trays, storage & like articles, used in offices & shops, of"
4820.10.20,"Diaries, notebooks and address books, bound; letter and memorandum pads and similar"
4820.10.40,"Registers, account, order and receipt books, and similar articles, of paper or"
4820.20.00,Exercise books of paper or paperboard
4820.30.00,"Binders (other than book covers), folders and file covers of paper or paperboard"
4820.40.00,Manifold business forms and interleaved carbon sets of paper or paperboard
4820.50.00,"Albums for samples or for collections, of paper or paperboard"
4820.90.00,"Blotting pads and other articles of stationery nesoi, and book covers, of paper or"
4821.10.20,"Paper and paperboard labels, printed in whole or part by a lithographic process"
4821.10.40,"Paper and paperboard labels, printed by other than a lithographic process"
4821.90.20,"Pressure-sensitive paper and paperboard labels, not printed"
4821.90.40,"Paper and paperboard labels, not printed, nesoi"
4822.10.00,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard of a kind"
4822.90.00,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, nesoi"
4823.20.10,Paint filters and strainers of paper or paperboard
4823.20.90,"Filter paper and paperboard, nesoi"
4823.40.00,"Rolls, sheets and dials of paper or paperboard printed for self-recording apparatus"
4823.61.00,"Trays, dishes, plates, cups and the like, of paper or paperboard: of bamboo"
4823.69.00,"Trays, dishes, plates, cups and the like, of paper or paperboard"
4823.70.00,Molded or pressed articles of paper pulp
4823.90.10,"Articles of paper pulp, nesoi"
4823.90.20,"Articles of papier-mache, nesoi"
4823.90.31,"Cards of paper or paperboard, nesoi, not punched, for punchcard machines, whether or"
4823.90.40,Frames or mounts for photographic slides of paper or paperboard
4823.90.50,Hand fans of paper or paperboard
4823.90.60,"Gaskets, washers and other seals of coated paper or paperboard"
4823.90.67,"Coated paper or paperboard, nesoi"
4823.90.70,"Articles of cellulose wadding, nesoi"
4823.90.80,"Gaskets, washers and other seals of paper, paperboard and webs of cellulose fibers,"
4823.90.86,"Articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibers,"
5001.00.00,Silkworm cocoons suitable for reeling
5002.00.00,Raw silk (not thrown)
5003.00.10,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock) not"
5003.00.90,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)"
5004.00.00,Silk yarns (other than yarn spun from silk waste) not put up for retail sale
5005.00.00,"Yarn spun from silk waste, not put up for retail sale"
5006.00.10,"Spun yarn, containing 85% or more by weight of silk, put up for retail sale; silkworm gut"
5006.00.90,"Spun silk yarn, containing less than 85% by weight of silk, put up for retail sale"
5007.10.30,"Woven fabrics of noil silk, containing 85 percent or more by weight of silk or silk waste"
5007.10.60,"Woven fabrics of noil silk, containing less than 85 percent by weight of silk or silk waste"
5007.20.00,"Woven fabrics containing 85 percent or more by weight of silk or of silk waste, other"
5007.90.30,"Woven silk fabrics, containing 85 percent or more by weight of silk or silk waste, nesoi"
5007.90.60,"Other silk woven fabrics, containing less than 85 percent by weight of silk or silk waste,"
5101.11.10,"Unimproved wool and other wool not finer than 46s, greasy, shorn, not carded or"
5101.11.20,"Unimproved wool and other wool not finer than 40s, greasy, shorn, not carded or"
5101.11.40,"Wool, excluding unimproved, finer than 40s but not 44s, greasy, shorn, not carded or"
5101.11.50,"Wool, excluding unimproved, finer than 44s but not 46s, greasy, shorn, not carded or"
5101.11.60,"Wool, excluding unimproved, finer than 46s, greasy, shorn, not carded or combed"
5101.19.10,"Unimproved wool and other wool not finer than 46s, greasy, not shorn, not carded or"
5101.19.20,"Unimproved wool and other wool not finer than 40s, greasy, not shorn, not carded or"
5101.19.40,"Wool, excl. unimproved, finer than 40s, but not 44s, greasy, not shorn, not carded or"
5101.19.50,"Wool, excluding unimproved, finer than 44s but not 46s, greasy, not shorn, not carded"
5101.19.60,"Wool, excluding unimproved, finer than 46s, greasy, incl. fleece-washed, not shorn, not"
5101.21.10,"Unimproved wool and other wool not finer than 46s, degreased, not further processed,"
5101.21.15,"Unimproved wool and other wool not finer than 40s, degreased, not further processed,"
5101.21.30,"Wool, excl. unimproved, finer than 40s but not 44s, degreased, not further processed,"
5101.21.35,"Wool, excl. unimproved, finer than 44s but not 46s, degreased, not further processed,"
5101.21.40,"Wool, excl. unimproved, finer than 46s, degreased, not further processed, shorn, not"
5101.21.65,"Unimproved wool and other wool, not finer than 46s, degreased, shorn, not carbonized,"
5101.21.70,"Unimproved wool and other wool, finer than 46s, degreased, shorn, not carbonized, not"
5101.29.10,"Unimproved wool and other wool not finer than 46s, degreased, not further processed,"
5101.29.15,"Unimproved wool and other wool not finer than 40s, degreased, not further processed,"
5101.29.30,"Wool, excl. unimproved, finer than 40s but not 44s, degreased, not further processed,"
5101.29.35,"Wool, excl. unimproved, finer than 44s but not 46s, degreased, not further processed,"
5101.29.40,"Wool, excl. unimproved, finer than 46s, degreased, not further processed, not shorn,"
5101.29.65,"Unimproved wool and other wool, not finer than 46s, not shorn, not carbonized,"
5101.29.70,"Wool, finer than 46s, not carded or combed, not carbonized, not shorn, degreased and"
5101.30.10,"Unimproved wool and other wool, not finer than 40s, carbonized, not further"
5101.30.15,"Wool, excluding unimproved, finer than 40s but not finer than 44s, carbonized, not"
5101.30.30,"Wool, excluding unimproved, finer than 44s but not finer than 46s, carbonized, not"
5101.30.40,"Wool, excluding unimproved, finer than 46s, carbonized, not further processed, not"
5101.30.65,"Unimproved wool and other wool, not finer than 46s, carbonized and further processed,"
5101.30.70,"Unimproved wool and other wool, finer than 46s, carbonized and further processed, not"
5102.11.10,"Fine hair of Kashmir (cashmere) goats, not processed in any manner beyond the"
5102.11.90,"Fine hair of Kashmir (cashmere) goats, processed beyond the degreased or carbonized"
5102.19.20,"Fine hair of the camel, not processed in any manner beyond the degreased or"
5102.19.60,"Fine animal hair (other than Kashmir or camel), not processed beyond the degreased or"
5102.19.80,"Fur, prepared for hatters' use, not carded or combed"
5102.19.90,"Fine animal hair (other than Kashmir), processed beyond the degreased or carbonized"
5102.20.00,"Coarse animal hair, not carded or combed"
5103.10.00,Noils of wool or of fine animal hair
5103.20.00,"Waste, other than noils, of wool or of fine animal hair, including yarn waste but"
5103.30.00,"Waste of coarse animal hair, including yarn waste but excluding garnetted stock"
5104.00.00,Garnetted stock of wool or of fine or coarse animal hair
5105.10.00,Carded wool
5105.21.00,Combed wool in fragments
5105.29.00,"Wool tops and other combed wool, except in fragments"
5105.31.00,"Fine hair of Kashmir (cashmere) goats, carded or combed"
5105.39.00,"Fine animal hair (other than Kashmir), carded or combed"
5105.40.00,"Coarse animal hair, carded or combed"
5106.10.00,"Yarn of carded wool, containing 85 percent or more by weight of wool, not put up for"
5106.20.00,"Yarn of carded wool, containing less than 85 percent by weight of wool, not put up for"
5107.10.30,"Yarn of combed wool, containing 85% or more by weight of wool, not put up for retail"
5107.10.60,"Yarn of combed wool, containing 85% or more by weight of wool, not put up for retail"
5107.20.30,"Yarn of combed wool, containing less than 85 percent by weight of wool, not put up"
5107.20.60,"Yarn of combed wool, containing less than 85 percent by weight of wool, not put up"
5108.10.30,"Yarn of Angora rabbit hair, carded, not put up for retail sale"
5108.10.40,"Yarn of mohair, carded, not put up for retail sale"
5108.10.80,"Yarn of fine animal hair other than Angora rabbit hair or mohair, carded, not put up for"
5108.20.30,"Yarn of Angora rabbit hair, combed, not put up for retail sale"
5108.20.40,"Yarn of mohair, combed, not put up for retail sale"
5108.20.80,"Yarn of fine animal hair other than Angora rabbit hair or mohair, combed, not put up for"
5109.10.20,"Yarn of wool, containing 85 percent or more by weight of wool, colored, cut into"
5109.10.40,"Yarn of Angora rabbit hair, containing 85 percent or more by weight of the Angora hair,"
5109.10.80,"Yarn of wool nesoi, or fine animal hair nesoi, over 85% or > of that wool/hair, for retail"
5109.10.90,"Yarn of wool nesoi, or fine animal hair nesoi, over 85% or > of that wool/hair, put up for"
5109.90.20,"Yarn of wool, colored, and cut into uniform lengths of not over 8 cm, containing less"
5109.90.40,"Yarn of Angora rabbit hair containing less than 85 percent by weight of the Angora hair,"
