district,name,party,state,twitter,url,district_N
"Candidate, U.S. House Minnesota District 5",Jennifer Zielinski,Republican,Minnesota,https://www.twitter.com/jen4congress,https://ballotpedia.org/Jennifer_Zielinski,5
"Candidate, U.S. House Minnesota District 1",Jim Hagedorn,Republican,Minnesota,https://www.twitter.com/JimHagedornMN,https://ballotpedia.org/Jim_Hagedorn,1
"Candidate, U.S. House Minnesota District 8",Pete Stauber,Republican,Minnesota,https://www.twitter.com/PeteStauber,https://ballotpedia.org/Pete_Stauber,8
U.S. House Minnesota District 6,Tom Emmer,Republican,Minnesota,https://www.twitter.com/tomemmer,https://ballotpedia.org/Tom_Emmer,6
U.S. House Mississippi District 2,Bennie Thompson,Democratic,Mississippi,https://www.twitter.com/BennieGThompson,https://ballotpedia.org/Bennie_Thompson,2
"Candidate, U.S. House Mississippi District 4",Jeramey Anderson,Democratic,Mississippi,https://www.twitter.com/jerameyanderson,https://ballotpedia.org/Jeramey_Anderson,4
"Candidate, U.S. House Mississippi District 3",Michael Evans,Democratic,Mississippi,https://www.twitter.com/RepEvans45,https://ballotpedia.org/Michael_Evans_(Mississippi),3
"Candidate, U.S. House Mississippi District 1",Randy Wadkins,Democratic,Mississippi,https://www.twitter.com/Wadkins2018,https://ballotpedia.org/Randy_Wadkins,1
"Candidate, U.S. House Mississippi District 3",Michael Guest,Republican,Mississippi,https://www.twitter.com/GuestCongress,https://ballotpedia.org/Michael_Guest,3
U.S. House Mississippi District 4,Steven Palazzo,Republican,Mississippi,https://www.twitter.com/stevenpalazzo,https://ballotpedia.org/Steven_Palazzo,4
U.S. House Mississippi District 1,Trent Kelly,Republican,Mississippi,https://www.twitter.com/KellyforMS01,https://ballotpedia.org/Trent_Kelly,1
"Candidate, U.S. House Missouri District 2",Cort VanOstran,Democratic,Missouri,https://www.twitter.com/cortvo,https://ballotpedia.org/Cort_VanOstran,2
U.S. House Missouri District 5,Emanuel Cleaver,Democratic,Missouri,https://www.twitter.com/Vote4Cleaver,https://ballotpedia.org/Emanuel_Cleaver,5
"Candidate, U.S. House Missouri District 6",Henry Martin,Democratic,Missouri,https://www.twitter.com/hmforcongress,https://ballotpedia.org/Henry_Martin,6
"Candidate, U.S. House Missouri District 7",Jamie Schoolcraft,Democratic,Missouri,https://www.twitter.com/Schoolcraft4Mo,https://ballotpedia.org/Jamie_Schoolcraft,7
"Candidate, U.S. House Missouri District 8",Kathy Ellis,Democratic,Missouri,https://www.twitter.com/ellis4missouri,https://ballotpedia.org/Kathy_Ellis,8
"Candidate, U.S. House Missouri District 3",Katy Geppert,Democratic,Missouri,https://www.twitter.com/KatyforCongress,https://ballotpedia.org/Katy_Geppert,3
"Candidate, U.S. House Missouri District 4",Renee Hoagenson,Democratic,Missouri,https://www.twitter.com/reneehoagenson,https://ballotpedia.org/Renee_Hoagenson,4
U.S. House Missouri District 2,Ann Wagner,Republican,Missouri,https://www.twitter.com/AnnLWagner,https://ballotpedia.org/Ann_Wagner,2
U.S. House Missouri District 7,Billy Long,Republican,Missouri,https://www.twitter.com/auctnr1,https://ballotpedia.org/Billy_Long,7
U.S. House Missouri District 3,Blaine Luetkemeyer,Republican,Missouri,https://www.twitter.com/luetkemeyerb,https://ballotpedia.org/Blaine_Luetkemeyer,3
"Candidate, U.S. House Missouri District 5",Jacob Turk,Republican,Missouri,https://www.twitter.com/jacobturk,https://ballotpedia.org/Jacob_Turk,5
U.S. House Missouri District 8,Jason Smith,Republican,Missouri,https://www.twitter.com/JasonSmithMO,https://ballotpedia.org/Jason_Smith_(Missouri_representative),8
"Candidate, U.S. House Missouri District 1",Robert Vroman,Republican,Missouri,https://www.twitter.com/vroman_robert,https://ballotpedia.org/Robert_Vroman,1
U.S. House Missouri District 6,Sam Graves,Republican,Missouri,https://www.twitter.com/RepSamGraves,https://ballotpedia.org/Sam_Graves,6
U.S. House Missouri District 4,Vicky Hartzler,Republican,Missouri,https://www.twitter.com/VickyH4Congress,https://ballotpedia.org/Vicky_Hartzler,4
"Candidate, U.S. House Montana At-large District",Kathleen Williams,Democratic,Montana,https://www.twitter.com/WilliamsForMT,https://ballotpedia.org/Kathleen_Williams,0
U.S. House Montana At-large District,Greg Gianforte,Republican,Montana,https://www.twitter.com/gregformontana,https://ballotpedia.org/Greg_Gianforte,0
"Candidate, U.S. House Nebraska District 2",Kara Eastman,Democratic,Nebraska,https://www.twitter.com/karaforcongress,https://ballotpedia.org/Kara_Eastman,2
"Candidate, U.S. House Nebraska District 3",Paul Theobald,Democratic,Nebraska,https://www.twitter.com/Paul_Theobald_,https://ballotpedia.org/Paul_Theobald,3
U.S. House Nebraska District 3,Adrian Smith,Republican,Nebraska,https://www.twitter.com/RepAdrianSmith,https://ballotpedia.org/Adrian_Smith,3
"Candidate, U.S. House Nevada District 2",Clint Koble,Democratic,Nevada,https://www.twitter.com/Clint4Congress,https://ballotpedia.org/Clint_Koble,2
"Candidate, U.S. House Nevada District 3",Susie Lee,Democratic,Nevada,https://www.twitter.com/SusieLeeNV,https://ballotpedia.org/Susie_Lee,3
"Candidate, U.S. House Nevada District 4",Cresent Hardy,Republican,Nevada,https://www.twitter.com/CresentHardy,https://ballotpedia.org/Cresent_Hardy,4
"Candidate, U.S. House Nevada District 3",Danny Tarkanian,Republican,Nevada,https://www.twitter.com/dannytarkanian,https://ballotpedia.org/Danny_Tarkanian,3
"Candidate, U.S. House Nevada District 1",Joyce Bentley,Republican,Nevada,https://www.twitter.com/JoyceBentleyCD1,https://ballotpedia.org/Joyce_Bentley,1
U.S. House Nevada District 2,Mark Amodei,Republican,Nevada,https://www.twitter.com/amodeifornevada,https://ballotpedia.org/Mark_Amodei,2
U.S. House New Hampshire District 2,Annie Kuster,Democratic,New Hampshire,https://www.twitter.com/AnnMcLaneKuster,https://ballotpedia.org/Annie_Kuster,2
"Candidate, U.S. House New Hampshire District 1",Chris Pappas,Democratic,New Hampshire,https://www.twitter.com/ChrisPappasNH,https://ballotpedia.org/Chris_Pappas,1
"Candidate, U.S. House New Hampshire District 1",Eddie Edwards,Republican,New Hampshire,https://www.twitter.com/EddieEdwardsNH,https://ballotpedia.org/Eddie_Edwards_(New_Hampshire),1
"Candidate, U.S. House New Hampshire District 2",Steve Negron,Republican,New Hampshire,https://www.twitter.com/Negron4Congress,https://ballotpedia.org/Steve_Negron,2
"Candidate, U.S. House New Jersey District 3",Andrew Kim,Democratic,New Jersey,https://www.twitter.com/AndyKimNJ,https://ballotpedia.org/Andrew_Kim_(New_Jersey),3
U.S. House New Jersey District 9,Bill Pascrell,Democratic,New Jersey,https://www.twitter.com/pascrellfornj,https://ballotpedia.org/Bill_Pascrell,9
U.S. House New Jersey District 1,Donald Norcross,Democratic,New Jersey,https://www.twitter.com/DonNorcross4NJ,https://ballotpedia.org/Donald_Norcross,1
U.S. House New Jersey District 10,Donald Payne Jr.,Democratic,New Jersey,https://www.twitter.com/DonaldPayneJr,https://ballotpedia.org/Donald_Payne_Jr.,10
U.S. House New Jersey District 6,Frank Pallone,Democratic,New Jersey,https://www.twitter.com/pallonefornj,https://ballotpedia.org/Frank_Pallone,6
U.S. House New Jersey District 5,Josh Gottheimer,Democratic,New Jersey,https://www.twitter.com/JoshGottheimer,https://ballotpedia.org/Josh_Gottheimer,5
"Candidate, U.S. House New Jersey District 4",Josh Welle,Democratic,New Jersey,https://www.twitter.com/JoshuaWelle,https://ballotpedia.org/Josh_Welle,4
"Candidate, U.S. House New Jersey District 11",Mikie Sherrill,Democratic,New Jersey,https://www.twitter.com/MikieSherrill,https://ballotpedia.org/Mikie_Sherrill,11
"Candidate, U.S. House New Jersey District 7",Tom Malinowski,Democratic,New Jersey,https://www.twitter.com/Malinowski,https://ballotpedia.org/Tom_Malinowski,7
U.S. House New Jersey District 4,Chris Smith,Republican,New Jersey,https://www.twitter.com/RepChrisSmith,https://ballotpedia.org/Chris_Smith_(New_Jersey),4
"Candidate, U.S. House New Jersey District 12",Daryl Kipnis,Republican,New Jersey,https://www.twitter.com/Kipnis4Congress,https://ballotpedia.org/Daryl_Kipnis,12
"Candidate, U.S. House New Jersey District 11",Jay Webber,Republican,New Jersey,https://www.twitter.com/JayWebberNJ,https://ballotpedia.org/Jay_Webber,11
"Candidate, U.S. House New Jersey District 5",John McCann,Republican,New Jersey,https://www.twitter.com/realJohnMcCann,https://ballotpedia.org/John_McCann_(New_Jersey),5
U.S. House New Jersey District 7,Leonard Lance,Republican,New Jersey,https://www.twitter.com/LeonardLanceNJ7,https://ballotpedia.org/Leonard_Lance,7
"Candidate, U.S. House New Jersey District 2",Seth Grossman,Republican,New Jersey,https://www.twitter.com/Grossman4NJ,https://ballotpedia.org/Seth_Grossman,2
U.S. House New Jersey District 3,Tom MacArthur,Republican,New Jersey,https://www.twitter.com/tmac4congress,https://ballotpedia.org/Tom_MacArthur,3
U.S. House New Mexico District 3,Ben Ray Lujan,Democratic,New Mexico,https://www.twitter.com/peopleforben,https://ballotpedia.org/Ben_Ray_Lujan,3
"Candidate, U.S. House New Mexico District 1",Debra Haaland,Democratic,New Mexico,https://www.twitter.com/Deb4CongressNM,https://ballotpedia.org/Debra_Haaland,1
"Candidate, U.S. House New Mexico District 2",Xochitl Torres Small,Democratic,New Mexico,https://www.twitter.com/XochforCongress,https://ballotpedia.org/Xochitl_Torres_Small,2
"Candidate, U.S. House New Mexico District 1",Janice Arnold-Jones,Republican,New Mexico,https://www.twitter.com/LadySunshineNM,https://ballotpedia.org/Janice_Arnold-Jones,1
"Candidate, U.S. House New Mexico District 3",Jerald Steve McFall,Republican,New Mexico,https://www.twitter.com/jstevemcfall,https://ballotpedia.org/Jerald_Steve_McFall,3
"Candidate, U.S. House New Mexico District 2",Yvette Herrell,Republican,New Mexico,https://www.twitter.com/Yvette4congress,https://ballotpedia.org/Yvette_Herrell,2
U.S. House New York District 13,Adriano Espaillat,Democratic,New York,https://www.twitter.com/EspaillatNY,https://ballotpedia.org/Adriano_Espaillat,13
"Candidate, U.S. House New York District 14",Alexandria Ocasio-Cortez,Democratic,New York,https://www.twitter.com/Ocasio2018,https://ballotpedia.org/Alexandria_Ocasio-Cortez,14
"Candidate, U.S. House New York District 22",Anthony Brindisi,Democratic,New York,https://www.twitter.com/ABrindisiNY,https://ballotpedia.org/Anthony_Brindisi,22
"Candidate, U.S. House New York District 19",Antonio Delgado,Democratic,New York,https://www.twitter.com/DelgadoforNY19,https://ballotpedia.org/Antonio_Delgado,19
U.S. House New York District 26,Brian Higgins,Democratic,New York,https://www.twitter.com/higgins4wny,https://ballotpedia.org/Brian_Higgins,26
U.S. House New York District 12,Carolyn Maloney,Democratic,New York,https://www.twitter.com/CarolynBMaloney,https://ballotpedia.org/Carolyn_Maloney,12
"Candidate, U.S. House New York District 24",Dana Balter,Democratic,New York,https://www.twitter.com/dana_balter,https://ballotpedia.org/Dana_Balter,24
U.S. House New York District 6,Grace Meng,Democratic,New York,https://www.twitter.com/grace4ny,https://ballotpedia.org/Grace_Meng,6
U.S. House New York District 8,Hakeem Jeffries,Democratic,New York,https://www.twitter.com/TeamJeffries,https://ballotpedia.org/Hakeem_Jeffries,8
U.S. House New York District 15,Jose Serrano,Democratic,New York,https://www.twitter.com/serranocongress,https://ballotpedia.org/Jose_Serrano,15
U.S. House New York District 14,Joseph Crowley,Democratic,New York,https://www.twitter.com/JoeCrowleyNY,https://ballotpedia.org/Joseph_Crowley,14
"Candidate, U.S. House New York District 25",Joseph Morelle,Democratic,New York,https://www.twitter.com/votemorelle,https://ballotpedia.org/Joseph_Morelle,25
U.S. House New York District 4,Kathleen Rice,Democratic,New York,https://www.twitter.com/KathleenRice,https://ballotpedia.org/Kathleen_Rice,4
"Candidate, U.S. House New York District 2",Liuba Grechen Shirley,Democratic,New York,https://www.twitter.com/liuba4congress,https://ballotpedia.org/Liuba_Grechen_Shirley,2
"Candidate, U.S. House New York District 11",Max Rose,Democratic,New York,https://www.twitter.com/MaxRose4NY,https://ballotpedia.org/Max_Rose,11
"Candidate, U.S. House New York District 27",Nate McMurray,Democratic,New York,https://www.twitter.com/nate_mcmurray,https://ballotpedia.org/Nate_McMurray,27
U.S. House New York District 17,Nita Lowey,Democratic,New York,https://www.twitter.com/Lowey4Congress,https://ballotpedia.org/Nita_Lowey,17
U.S. House New York District 7,Nydia Velazquez,Democratic,New York,https://www.twitter.com/ReElectNydia,https://ballotpedia.org/Nydia_Velazquez,7
U.S. House New York District 20,Paul Tonko,Democratic,New York,https://www.twitter.com/PaulTonko,https://ballotpedia.org/Paul_Tonko,20
"Candidate, U.S. House New York District 1",Perry Gershon,Democratic,New York,https://www.twitter.com/perrygershon,https://ballotpedia.org/Perry_Gershon,1
"Candidate, U.S. House New York District 21",Tedra Cobb,Democratic,New York,https://www.twitter.com/tedracobb,https://ballotpedia.org/Tedra_Cobb,21
U.S. House New York District 3,Tom Suozzi,Democratic,New York,https://www.twitter.com/tom_suozzi,https://ballotpedia.org/Tom_Suozzi,3
"Candidate, U.S. House New York District 23",Tracy Mitrano,Democratic,New York,https://www.twitter.com/MitranoForNY23,https://ballotpedia.org/Tracy_Mitrano,23
U.S. House New York District 9,Yvette Clarke,Democratic,New York,https://www.twitter.com/voteyvette,https://ballotpedia.org/Yvette_Clarke,9
"Candidate, U.S. House New York District 4",Ameer Benno,Republican,New York,https://www.twitter.com/Benno4Congress,https://ballotpedia.org/Ameer_Benno,4
U.S. House New York District 27,Chris Collins,Republican,New York,https://www.twitter.com/collinsny27,https://ballotpedia.org/Chris_Collins_(New_York),27
U.S. House New York District 22,Claudia Tenney,Republican,New York,https://www.twitter.com/claudiatenney,https://ballotpedia.org/Claudia_Tenney,22
"Candidate, U.S. House New York District 3",Dan DeBono,Republican,New York,https://www.twitter.com/DanDeBono,https://ballotpedia.org/Dan_DeBono,3
U.S. House New York District 11,Daniel Donovan,Republican,New York,https://www.twitter.com/DanDonovan_NY,https://ballotpedia.org/Daniel_Donovan_(New_York),11
U.S. House New York District 21,Elise Stefanik,Republican,New York,https://www.twitter.com/EliseStefanik,https://ballotpedia.org/Elise_Stefanik,21
"Candidate, U.S. House New York District 18",James O'Donnell,Republican,New York,https://www.twitter.com/JamesODonnellNY,https://ballotpedia.org/James_O%27Donnell_(New_York),18
"Candidate, U.S. House New York District 13",Jineea Butler,Republican,New York,https://www.twitter.com/Jineea4Congress,https://ballotpedia.org/Jineea_Butler,13
"Candidate, U.S. House New York District 20",Joe Vitollo,Republican,New York,https://www.twitter.com/JoeVitollo,https://ballotpedia.org/Joe_Vitollo,20
U.S. House New York District 19,John Faso,Republican,New York,https://www.twitter.com/JohnFasoNy,https://ballotpedia.org/John_Faso,19
U.S. House New York District 1,Lee Zeldin,Republican,New York,https://www.twitter.com/leezeldin,https://ballotpedia.org/Lee_Zeldin,1
"Candidate, U.S. House New York District 9",Lutchi Gayot,Republican,New York,https://www.twitter.com/lutchigayot,https://ballotpedia.org/Lutchi_Gayot,9
"Candidate, U.S. House New York District 10",Naomi Levin,Republican,New York,https://www.twitter.com/NaomiLevinNY,https://ballotpedia.org/Naomi_Levin,10
U.S. House New York District 2,Peter King,Republican,New York,https://www.twitter.com/congpeteking,https://ballotpedia.org/Peter_King,2
U.S. House New York District 23,Tom Reed,Republican,New York,https://www.twitter.com/TomReedCongress,https://ballotpedia.org/Tom_Reed,23
U.S. House North Carolina District 12,Alma Adams,Democratic,North Carolina,https://www.twitter.com/almaforcongress,https://ballotpedia.org/Alma_Adams,12
"Candidate, U.S. House North Carolina District 9",Dan McCready,Democratic,North Carolina,https://www.twitter.com/McCreadyForNC,https://ballotpedia.org/Dan_McCready,9
U.S. House North Carolina District 4,David Price,Democratic,North Carolina,https://www.twitter.com/DPrice4Congress,https://ballotpedia.org/David_Price,4
"Candidate, U.S. House North Carolina District 10",David Wilson Brown,Democratic,North Carolina,https://www.twitter.com/DWB4Congress,https://ballotpedia.org/David_Wilson_Brown,10
"Candidate, U.S. House North Carolina District 5",Denise Adams,Democratic,North Carolina,https://www.twitter.com/DDAdamsCongress,https://ballotpedia.org/Denise_Adams,5
"Candidate, U.S. House North Carolina District 8",Frank McNeill,Democratic,North Carolina,https://www.twitter.com/Frank4NC,https://ballotpedia.org/Frank_McNeill,8
U.S. House North Carolina District 1,G.K. Butterfield,Democratic,North Carolina,https://www.twitter.com/GKButterfield,https://ballotpedia.org/G.K._Butterfield,1
"Candidate, U.S. House North Carolina District 13",Kathy Manning,Democratic,North Carolina,https://www.twitter.com/KathyManningNC,https://ballotpedia.org/Kathy_Manning,13
"Candidate, U.S. House North Carolina District 7",Kyle Horton,Democratic,North Carolina,https://www.twitter.com/drkyle4congress,https://ballotpedia.org/Kyle_Horton,7
"Candidate, U.S. House North Carolina District 2",Linda Coleman,Democratic,North Carolina,https://www.twitter.com/LindaForNC,https://ballotpedia.org/Linda_Coleman_(North_Carolina),2
"Candidate, U.S. House North Carolina District 11",Phillip Price,Democratic,North Carolina,https://www.twitter.com/Price4WNC,https://ballotpedia.org/Phillip_Price,11
"Candidate, U.S. House North Carolina District 6",Ryan Watts,Democratic,North Carolina,https://www.twitter.com/watts4congress,https://ballotpedia.org/Ryan_Watts,6
U.S. House North Carolina District 7,David Rouzer,Republican,North Carolina,https://www.twitter.com/DavidRouzer,https://ballotpedia.org/David_Rouzer,7
U.S. House North Carolina District 2,George Holding,Republican,North Carolina,https://www.twitter.com/GeorgeHolding,https://ballotpedia.org/George_Holding,2
"Candidate, U.S. House North Carolina District 9",Mark Harris,Republican,North Carolina,https://www.twitter.com/MarkHarrisNC9,https://ballotpedia.org/Mark_Harris_(North_Carolina),9
U.S. House North Carolina District 11,Mark Meadows,Republican,North Carolina,https://www.twitter.com/votemeadows,https://ballotpedia.org/Mark_Meadows_(North_Carolina),11
U.S. House North Carolina District 6,Mark Walker,Republican,North Carolina,https://www.twitter.com/walker4nc,https://ballotpedia.org/Mark_Walker_(North_Carolina),6
U.S. House North Carolina District 10,Patrick McHenry,Republican,North Carolina,https://www.twitter.com/McHenryCampaign,https://ballotpedia.org/Patrick_McHenry,10
U.S. House North Carolina District 8,Richard Hudson,Republican,North Carolina,https://www.twitter.com/richhudson,https://ballotpedia.org/Richard_Hudson,8
U.S. House North Carolina District 9,Robert Pittenger,Republican,North Carolina,https://www.twitter.com/RobertPittenger,https://ballotpedia.org/Robert_Pittenger,9
"Candidate, U.S. House North Carolina District 1",Roger Allison,Republican,North Carolina,https://www.twitter.com/RogerWAllison,https://ballotpedia.org/Roger_Allison,1
"Candidate, U.S. House North Carolina District 4",Steve Von Loor,Republican,North Carolina,https://www.twitter.com/steveavonloor,https://ballotpedia.org/Steve_Von_Loor,4
U.S. House North Carolina District 13,Ted Budd,Republican,North Carolina,https://www.twitter.com/buddforcongress,https://ballotpedia.org/Ted_Budd,13
U.S. House North Carolina District 5,Virginia Foxx,Republican,North Carolina,https://www.twitter.com/foxxforcongress,https://ballotpedia.org/Virginia_Foxx,5
U.S. House North Carolina District 3,Walter Jones,Republican,North Carolina,https://twitter.com/WalterJones2018,https://ballotpedia.org/Walter_Jones,3
"Candidate, U.S. House North Dakota At-large District",Mac Schneider,Democratic,North Dakota,https://www.twitter.com/mac4northdakota,https://ballotpedia.org/Mac_Schneider,0
"Candidate, U.S. House North Dakota At-large District",Kelly Armstrong,Republican,North Dakota,https://www.twitter.com/Armstrong_ND,https://ballotpedia.org/Kelly_Armstrong,0
"Candidate, U.S. House Ohio District 1",Aftab Pureval,Democratic,Ohio,https://www.twitter.com/AftabPureval,https://ballotpedia.org/Aftab_Pureval,1
"Candidate, U.S. House Ohio District 14",Betsy Rader,Democratic,Ohio,https://www.twitter.com/BetsyRaderOH,https://ballotpedia.org/Betsy_Rader,14
"Candidate, U.S. House Ohio District 12",Danny O'Connor,Democratic,Ohio,https://www.twitter.com/dannyoconnor1,https://ballotpedia.org/Danny_O%27Connor_(Ohio),12
"Candidate, U.S. House Ohio District 4",Janet Garrett,Democratic,Ohio,https://www.twitter.com/janet4OH,https://ballotpedia.org/Janet_Garrett,4
"Candidate, U.S. House Ohio District 2",Jill Schiller,Democratic,Ohio,https://www.twitter.com/jillschill,https://ballotpedia.org/Jill_Schiller,2
"Candidate, U.S. House Ohio District 5",John Michael Galbraith,Democratic,Ohio,https://www.twitter.com/OH5forGalbraith,https://ballotpedia.org/John_Michael_Galbraith,5
U.S. House Ohio District 3,Joyce Beatty,Democratic,Ohio,https://www.twitter.com/JoyceBeatty,https://ballotpedia.org/Joyce_Beatty,3
"Candidate, U.S. House Ohio District 7",Ken Harbaugh,Democratic,Ohio,https://www.twitter.com/Team_Harbaugh,https://ballotpedia.org/Ken_Harbaugh,7
U.S. House Ohio District 11,Marcia Fudge,Democratic,Ohio,https://www.twitter.com/mlfudge,https://ballotpedia.org/Marcia_Fudge,11
U.S. House Ohio District 9,Marcy Kaptur,Democratic,Ohio,https://www.twitter.com/Marcy_Kaptur,https://ballotpedia.org/Marcy_Kaptur,9
"Candidate, U.S. House Ohio District 15",Rick Neal,Democratic,Ohio,https://www.twitter.com/rick_neal,https://ballotpedia.org/Rick_Neal,15
"Candidate, U.S. House Ohio District 6",Shawna Roberts,Democratic,Ohio,https://www.twitter.com/RobertsOhioD6,https://ballotpedia.org/Shawna_Roberts,6
"Candidate, U.S. House Ohio District 16",Susan Moran Palmer,Democratic,Ohio,https://www.twitter.com/SusanPalmerOH,https://ballotpedia.org/Susan_Moran_Palmer,16
"Candidate, U.S. House Ohio District 10",Theresa Gasper,Democratic,Ohio,https://www.twitter.com/GasperforOH10,https://ballotpedia.org/Theresa_Gasper,10
U.S. House Ohio District 13,Tim Ryan,Democratic,Ohio,https://www.twitter.com/TimRyan,https://ballotpedia.org/Tim_Ryan_(Ohio),13
"Candidate, U.S. House Ohio District 8",Vanessa Enoch,Democratic,Ohio,https://www.twitter.com/DrVEnoch,https://ballotpedia.org/Vanessa_Enoch,8
"Candidate, U.S. House Ohio District 16",Anthony Gonzalez,Republican,Ohio,https://www.twitter.com/anthonygonzalez,https://ballotpedia.org/Anthony_Gonzalez,16
"Candidate, U.S. House Ohio District 11",Beverly Goldstein,Republican,Ohio,https://www.twitter.com/BevGoldstein,https://ballotpedia.org/Beverly_Goldstein,11
U.S. House Ohio District 6,Bill Johnson,Republican,Ohio,https://www.twitter.com/JohnsonLeads,https://ballotpedia.org/Bill_Johnson_(Ohio),6
U.S. House Ohio District 7,Bob Gibbs,Republican,Ohio,https://www.twitter.com/Bob_Gibbs,https://ballotpedia.org/Bob_Gibbs,7
U.S. House Ohio District 5,Bob Latta,Republican,Ohio,https://www.twitter.com/latta4congress,https://ballotpedia.org/Bob_Latta,5
U.S. House Ohio District 2,Brad Wenstrup,Republican,Ohio,https://www.twitter.com/BradWenstrup,https://ballotpedia.org/Brad_Wenstrup,2
"Candidate, U.S. House Ohio District 3",Jim Burgess,Republican,Ohio,https://www.twitter.com/JimBurgess7,https://ballotpedia.org/Jim_Burgess,3
U.S. House Ohio District 4,Jim Jordan,Republican,Ohio,https://www.twitter.com/Votejimjordan,https://ballotpedia.org/Jim_Jordan_(Ohio),4
U.S. House Ohio District 10,Michael Turner,Republican,Ohio,https://www.twitter.com/MikeTurnerOH,https://ballotpedia.org/Michael_Turner_(Ohio),10
U.S. House Ohio District 1,Steve Chabot,Republican,Ohio,https://www.twitter.com/SteveChabot,https://ballotpedia.org/Steve_Chabot,1
U.S. House Ohio District 15,Steve Stivers,Republican,Ohio,https://www.twitter.com/stevestivers,https://ballotpedia.org/Steve_Stivers,15
"Candidate, U.S. House Ohio District 9",Steven Kraus,Republican,Ohio,https://www.twitter.com/TEAMKRAUS,https://ballotpedia.org/Steven_Kraus,9
"Candidate, U.S. House Ohio District 12",Troy Balderson,Republican,Ohio,https://www.twitter.com/Troy_Balderson,https://ballotpedia.org/Troy_Balderson,12
U.S. House Ohio District 8,Warren Davidson,Republican,Ohio,https://www.twitter.com/Vote_Davidson,https://ballotpedia.org/Warren_Davidson,8
"Candidate, U.S. House Oklahoma District 3",Frankie Robbins,Democratic,Oklahoma,https://www.twitter.com/robbinsforok,https://ballotpedia.org/Frankie_Robbins,3
"Candidate, U.S. House Oklahoma District 2",Jason Nichols,Democratic,Oklahoma,https://www.twitter.com/jn4ush,https://ballotpedia.org/Jason_Nichols,2
"Candidate, U.S. House Oklahoma District 5",Kendra Horn,Democratic,Oklahoma,https://www.twitter.com/HornForCongress,https://ballotpedia.org/Kendra_Horn,5
"Candidate, U.S. House Oklahoma District 4",Mary Brannon,Democratic,Oklahoma,https://www.twitter.com/ElectBrannon,https://ballotpedia.org/Mary_Brannon,4
"Candidate, U.S. House Oklahoma District 1",Tim Gilpin,Democratic,Oklahoma,https://www.twitter.com/Gilpin4Congress,https://ballotpedia.org/Tim_Gilpin,1
U.S. House Oklahoma District 3,Frank Lucas,Republican,Oklahoma,https://www.twitter.com/FrankDLucas,https://ballotpedia.org/Frank_Lucas,3
"Candidate, U.S. House Oklahoma District 1",Kevin Hern,Republican,Oklahoma,https://www.twitter.com/krhern,https://ballotpedia.org/Kevin_Hern,1
U.S. House Oklahoma District 2,Markwayne Mullin,Republican,Oklahoma,https://www.twitter.com/markwaynemullin,https://ballotpedia.org/Markwayne_Mullin,2
U.S. House Oklahoma District 5,Steve Russell,Republican,Oklahoma,https://www.twitter.com/SteveRussellOK,https://ballotpedia.org/Steve_Russell,5
U.S. House Oklahoma District 4,Tom Cole,Republican,Oklahoma,https://www.twitter.com/ColeForCongress,https://ballotpedia.org/Tom_Cole_(Oklahoma),4
U.S. House Oregon District 3,Earl Blumenauer,Democratic,Oregon,https://www.twitter.com/repblumenauer,https://ballotpedia.org/Earl_Blumenauer,3
"Candidate, U.S. House Oregon District 2",Jamie McLeod-Skinner,Democratic,Oregon,https://www.twitter.com/JamieforOregon,https://ballotpedia.org/Jamie_McLeod-Skinner,2
U.S. House Oregon District 5,Kurt Schrader,Democratic,Oregon,https://www.twitter.com/voteschrader,https://ballotpedia.org/Kurt_Schrader,5
U.S. House Oregon District 4,Peter DeFazio,Democratic,Oregon,https://www.twitter.com/defazio4oregon,https://ballotpedia.org/Peter_DeFazio,4
U.S. House Oregon District 1,Suzanne Bonamici,Democratic,Oregon,https://www.twitter.com/repbonamici,https://ballotpedia.org/Suzanne_Bonamici,1
"Candidate, U.S. House Oregon District 4",Art Robinson,Republican,Oregon,https://www.twitter.com/artforcongress,https://ballotpedia.org/Art_Robinson,4
U.S. House Oregon District 2,Greg Walden,Republican,Oregon,https://www.twitter.com/votegregwalden,https://ballotpedia.org/Greg_Walden,2
"Candidate, U.S. House Oregon District 5",Mark Callahan,Republican,Oregon,https://www.twitter.com/callahan4oregon,https://ballotpedia.org/Mark_Callahan,5
"Candidate, U.S. House Pennsylvania District 14",Bibiana Boerio,Democratic,Pennsylvania,https://www.twitter.com/boerio4congress,https://ballotpedia.org/Bibiana_Boerio,14
"Candidate, U.S. House Pennsylvania District 2",Brendan Boyle,Democratic,Pennsylvania,https://www.twitter.com/Boyle4PA,https://ballotpedia.org/Brendan_Boyle,2
"Candidate, U.S. House Pennsylvania District 13",Brent Ottaway,Democratic,Pennsylvania,https://www.twitter.com/brentforpa13,https://ballotpedia.org/Brent_Ottaway,13
"Candidate, U.S. House Pennsylvania District 6",Chrissy Houlahan,Democratic,Pennsylvania,https://www.twitter.com/houlahanforpa,https://ballotpedia.org/Chrissy_Houlahan,6
"Candidate, U.S. House Pennsylvania District 17",Conor Lamb,Democratic,Pennsylvania,https://www.twitter.com/conorlambpa,https://ballotpedia.org/Conor_Lamb,17
"Candidate, U.S. House Pennsylvania District 9",Denny Wolff,Democratic,Pennsylvania,https://www.twitter.com/DennyforPA,https://ballotpedia.org/Denny_Wolff,9
